Model,R2_Train,R2_Val,R2_Test,MAE,RMSE,MAPE,Best_Epoch,Total_Epochs,Total_Params,Architecture,Training_Time
ANN (MLP),0.7725579738616943,0.772545337677002,0.7707299590110779,3.2602550983428955,4.172153649328893,8.153822898864746,65,85,12801,12→128→64→32→1,44.2128803730011
