epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,412.0742492675781,14.966102600097656,82.34270477294922,8.027193069458008
1,0.0010000000474974513,32.969627380371094,4.531121730804443,19.809062957763672,3.5478222370147705
2,0.0010000000474974513,30.745601654052734,4.372325897216797,17.83510971069336,3.337923288345337
3,0.0010000000474974513,29.806367874145508,4.301700592041016,17.23270606994629,3.2623119354248047
4,0.0010000000474974513,28.98604965209961,4.248036861419678,17.203784942626953,3.26045298576355
5,0.0010000000474974513,28.44573211669922,4.199188232421875,17.126413345336914,3.251495122909546
6,0.0010000000474974513,28.246423721313477,4.1833577156066895,17.076854705810547,3.246887445449829
7,0.0010000000474974513,27.55289649963379,4.130847930908203,17.258258819580078,3.2681586742401123
8,0.0010000000474974513,27.26832389831543,4.097389221191406,17.155790328979492,3.2553000450134277
9,0.0010000000474974513,26.98080825805664,4.086424350738525,17.09943389892578,3.250094175338745
10,0.0010000000474974513,26.61557960510254,4.05842924118042,17.119606018066406,3.2509682178497314
11,0.0010000000474974513,26.201684951782227,4.014594554901123,17.449867248535156,3.285078525543213
12,0.0010000000474974513,25.500030517578125,3.9672317504882812,17.619625091552734,3.305341958999634
13,0.0010000000474974513,25.123071670532227,3.9361774921417236,17.6549072265625,3.297355890274048
14,0.0010000000474974513,24.442277908325195,3.8847198486328125,17.662830352783203,3.3036348819732666
15,0.0010000000474974513,24.037328720092773,3.8421990871429443,17.5472469329834,3.292478084564209
16,0.0010000000474974513,23.334815979003906,3.786648750305176,17.327980041503906,3.2696921825408936
17,0.0005000000237487257,22.94205093383789,3.748558521270752,17.223812103271484,3.25952410697937
18,0.0005000000237487257,22.833890914916992,3.742180109024048,17.10297966003418,3.2503209114074707
19,0.0005000000237487257,22.261804580688477,3.6933164596557617,17.122272491455078,3.2506918907165527
20,0.0005000000237487257,22.216175079345703,3.6901464462280273,17.102113723754883,3.250215530395508
21,0.0005000000237487257,21.884117126464844,3.6575145721435547,17.13352394104004,3.2521276473999023
22,0.0005000000237487257,21.695207595825195,3.642429828643799,17.255983352661133,3.2598352432250977
23,0.0005000000237487257,21.51373291015625,3.6308298110961914,17.09408187866211,3.246798515319824
24,0.0005000000237487257,21.08376121520996,3.5917747020721436,17.082813262939453,3.247034788131714
25,0.0005000000237487257,20.983322143554688,3.58362078666687,17.038236618041992,3.2415683269500732
26,0.0005000000237487257,20.725868225097656,3.5543692111968994,17.031841278076172,3.240737199783325
27,0.0005000000237487257,20.288393020629883,3.5255565643310547,16.991968154907227,3.2368597984313965
28,0.0005000000237487257,20.213918685913086,3.51492977142334,17.024911880493164,3.240600109100342
29,0.0005000000237487257,20.122249603271484,3.506019353866577,17.040729522705078,3.2425148487091064
30,0.0005000000237487257,19.84165382385254,3.4789040088653564,17.05621337890625,3.2433276176452637
31,0.0005000000237487257,19.75452995300293,3.476091146469116,16.989200592041016,3.23677921295166
32,0.0005000000237487257,19.423770904541016,3.4507572650909424,17.022628784179688,3.241420030593872
33,0.0005000000237487257,19.41689682006836,3.444718360900879,17.008710861206055,3.2388839721679688
34,0.0005000000237487257,19.28450584411621,3.4400198459625244,17.002140045166016,3.239079713821411
35,0.0005000000237487257,19.111082077026367,3.417856216430664,16.98438835144043,3.2375705242156982
36,0.0005000000237487257,19.043371200561523,3.4103446006774902,16.995166778564453,3.2395379543304443
37,0.0005000000237487257,18.916475296020508,3.4036202430725098,16.97939682006836,3.236715078353882
38,0.0005000000237487257,18.876201629638672,3.398421049118042,16.997127532958984,3.2387619018554688
39,0.0005000000237487257,18.81118392944336,3.3913514614105225,16.976064682006836,3.2360055446624756
40,0.0005000000237487257,18.665016174316406,3.3749749660491943,16.97499656677246,3.235565662384033
41,0.0005000000237487257,18.615798950195312,3.369776487350464,16.98141860961914,3.236590623855591
42,0.0005000000237487257,18.482999801635742,3.367060899734497,16.97391128540039,3.235487937927246
43,0.0005000000237487257,18.556631088256836,3.3699374198913574,16.986217498779297,3.2365121841430664
44,0.0005000000237487257,18.43645668029785,3.361210584640503,16.97439956665039,3.235247850418091
45,0.0005000000237487257,18.465763092041016,3.3627607822418213,16.971181869506836,3.235668182373047
46,0.0005000000237487257,18.386533737182617,3.3566794395446777,16.983829498291016,3.236924171447754
47,0.0005000000237487257,18.319856643676758,3.348555564880371,16.977949142456055,3.2349300384521484
48,0.0005000000237487257,18.31161117553711,3.350520133972168,16.976831436157227,3.235386848449707
49,0.0005000000237487257,18.293399810791016,3.347783327102661,16.981271743774414,3.2370450496673584
50,0.0005000000237487257,18.216014862060547,3.344851493835449,16.984235763549805,3.236586809158325
51,0.0005000000237487257,18.201990127563477,3.341944456100464,16.980838775634766,3.2363617420196533
52,0.0005000000237487257,18.1136474609375,3.3297431468963623,16.97907257080078,3.237445116043091
53,0.0005000000237487257,18.08765411376953,3.3294341564178467,16.97522735595703,3.236292600631714
54,0.0005000000237487257,18.08389663696289,3.3277740478515625,16.9984130859375,3.2394497394561768
55,0.0005000000237487257,17.952556610107422,3.3189432621002197,16.965932846069336,3.235887289047241
56,0.0005000000237487257,17.95363998413086,3.3228347301483154,16.971540451049805,3.2364346981048584
57,0.0005000000237487257,17.889225006103516,3.315598249435425,16.96796417236328,3.235994338989258
58,0.0005000000237487257,17.913658142089844,3.3177099227905273,16.98310089111328,3.2384045124053955
59,0.0005000000237487257,17.861515045166016,3.3118398189544678,16.964168548583984,3.2362148761749268
60,0.0005000000237487257,17.87726593017578,3.3155670166015625,16.9605770111084,3.235067844390869
61,0.0005000000237487257,17.815584182739258,3.3110387325286865,16.9923038482666,3.2398555278778076
62,0.0005000000237487257,17.851652145385742,3.309765577316284,16.96761131286621,3.2367608547210693
63,0.0005000000237487257,17.78867530822754,3.3055427074432373,16.972278594970703,3.237828254699707
64,0.0005000000237487257,17.771041870117188,3.304678201675415,16.958723068237305,3.236234426498413
65,0.0005000000237487257,17.76251792907715,3.3053388595581055,16.969572067260742,3.2374608516693115
66,0.0005000000237487257,17.74472427368164,3.302576780319214,16.97736358642578,3.23879075050354
67,0.0005000000237487257,17.758159637451172,3.3048489093780518,16.974855422973633,3.2382752895355225
68,0.0005000000237487257,17.751075744628906,3.3030295372009277,16.97508430480957,3.2388949394226074
69,0.0005000000237487257,17.703811645507812,3.2998673915863037,16.966529846191406,3.237806797027588
70,0.0005000000237487257,17.63829803466797,3.2951555252075195,16.960935592651367,3.2377052307128906
71,0.0005000000237487257,17.63115882873535,3.292158365249634,16.976118087768555,3.239614486694336
72,0.0005000000237487257,17.663955688476562,3.296489953994751,16.98843002319336,3.2415404319763184
73,0.0005000000237487257,17.61795997619629,3.2927963733673096,16.99937629699707,3.242462158203125
74,0.0005000000237487257,17.631671905517578,3.2958827018737793,16.996877670288086,3.2425906658172607
75,0.0002500000118743628,17.590166091918945,3.292327404022217,17.003366470336914,3.2436599731445312
76,0.0002500000118743628,17.57313346862793,3.2889201641082764,16.996644973754883,3.2427902221679688
77,0.0002500000118743628,17.582151412963867,3.28916597366333,16.991491317749023,3.242269992828369
78,0.0002500000118743628,17.570688247680664,3.2894692420959473,16.99234390258789,3.242607593536377
79,0.0002500000118743628,17.565120697021484,3.2905232906341553,16.998554229736328,3.242859363555908
80,0.0002500000118743628,17.549057006835938,3.2868049144744873,16.983068466186523,3.2412426471710205
81,0.0002500000118743628,17.59417724609375,3.2898054122924805,16.982406616210938,3.240969657897949
82,0.0002500000118743628,17.583541870117188,3.291252851486206,16.973703384399414,3.2399377822875977
83,0.0002500000118743628,17.536916732788086,3.2868850231170654,16.977663040161133,3.240218162536621
84,0.0002500000118743628,17.521467208862305,3.2831993103027344,16.980144500732422,3.240574836730957
