loss,mae,val_loss,val_mae,learning_rate
412.0742492675781,14.966102600097656,82.34270477294922,8.027193069458008,0.0010000000474974513
32.969627380371094,4.531121730804443,19.809062957763672,3.5478222370147705,0.0010000000474974513
30.745601654052734,4.372325897216797,17.83510971069336,3.337923288345337,0.0010000000474974513
29.806367874145508,4.301700592041016,17.23270606994629,3.2623119354248047,0.0010000000474974513
28.98604965209961,4.248036861419678,17.203784942626953,3.26045298576355,0.0010000000474974513
28.44573211669922,4.199188232421875,17.126413345336914,3.251495122909546,0.0010000000474974513
28.246423721313477,4.1833577156066895,17.076854705810547,3.246887445449829,0.0010000000474974513
27.55289649963379,4.130847930908203,17.258258819580078,3.2681586742401123,0.0010000000474974513
27.26832389831543,4.097389221191406,17.155790328979492,3.2553000450134277,0.0010000000474974513
26.98080825805664,4.086424350738525,17.09943389892578,3.250094175338745,0.0010000000474974513
26.61557960510254,4.05842924118042,17.119606018066406,3.2509682178497314,0.0010000000474974513
26.201684951782227,4.014594554901123,17.449867248535156,3.285078525543213,0.0010000000474974513
25.500030517578125,3.9672317504882812,17.619625091552734,3.305341958999634,0.0010000000474974513
25.123071670532227,3.9361774921417236,17.6549072265625,3.297355890274048,0.0010000000474974513
24.442277908325195,3.8847198486328125,17.662830352783203,3.3036348819732666,0.0010000000474974513
24.037328720092773,3.8421990871429443,17.5472469329834,3.292478084564209,0.0010000000474974513
23.334815979003906,3.786648750305176,17.327980041503906,3.2696921825408936,0.0010000000474974513
22.94205093383789,3.748558521270752,17.223812103271484,3.25952410697937,0.0005000000237487257
22.833890914916992,3.742180109024048,17.10297966003418,3.2503209114074707,0.0005000000237487257
22.261804580688477,3.6933164596557617,17.122272491455078,3.2506918907165527,0.0005000000237487257
22.216175079345703,3.6901464462280273,17.102113723754883,3.250215530395508,0.0005000000237487257
21.884117126464844,3.6575145721435547,17.13352394104004,3.2521276473999023,0.0005000000237487257
21.695207595825195,3.642429828643799,17.255983352661133,3.2598352432250977,0.0005000000237487257
21.51373291015625,3.6308298110961914,17.09408187866211,3.246798515319824,0.0005000000237487257
21.08376121520996,3.5917747020721436,17.082813262939453,3.247034788131714,0.0005000000237487257
20.983322143554688,3.58362078666687,17.038236618041992,3.2415683269500732,0.0005000000237487257
20.725868225097656,3.5543692111968994,17.031841278076172,3.240737199783325,0.0005000000237487257
20.288393020629883,3.5255565643310547,16.991968154907227,3.2368597984313965,0.0005000000237487257
20.213918685913086,3.51492977142334,17.024911880493164,3.240600109100342,0.0005000000237487257
20.122249603271484,3.506019353866577,17.040729522705078,3.2425148487091064,0.0005000000237487257
19.84165382385254,3.4789040088653564,17.05621337890625,3.2433276176452637,0.0005000000237487257
19.75452995300293,3.476091146469116,16.989200592041016,3.23677921295166,0.0005000000237487257
19.423770904541016,3.4507572650909424,17.022628784179688,3.241420030593872,0.0005000000237487257
19.41689682006836,3.444718360900879,17.008710861206055,3.2388839721679688,0.0005000000237487257
19.28450584411621,3.4400198459625244,17.002140045166016,3.239079713821411,0.0005000000237487257
19.111082077026367,3.417856216430664,16.98438835144043,3.2375705242156982,0.0005000000237487257
19.043371200561523,3.4103446006774902,16.995166778564453,3.2395379543304443,0.0005000000237487257
18.916475296020508,3.4036202430725098,16.97939682006836,3.236715078353882,0.0005000000237487257
18.876201629638672,3.398421049118042,16.997127532958984,3.2387619018554688,0.0005000000237487257
18.81118392944336,3.3913514614105225,16.976064682006836,3.2360055446624756,0.0005000000237487257
18.665016174316406,3.3749749660491943,16.97499656677246,3.235565662384033,0.0005000000237487257
18.615798950195312,3.369776487350464,16.98141860961914,3.236590623855591,0.0005000000237487257
18.482999801635742,3.367060899734497,16.97391128540039,3.235487937927246,0.0005000000237487257
18.556631088256836,3.3699374198913574,16.986217498779297,3.2365121841430664,0.0005000000237487257
18.43645668029785,3.361210584640503,16.97439956665039,3.235247850418091,0.0005000000237487257
18.465763092041016,3.3627607822418213,16.971181869506836,3.235668182373047,0.0005000000237487257
18.386533737182617,3.3566794395446777,16.983829498291016,3.236924171447754,0.0005000000237487257
18.319856643676758,3.348555564880371,16.977949142456055,3.2349300384521484,0.0005000000237487257
18.31161117553711,3.350520133972168,16.976831436157227,3.235386848449707,0.0005000000237487257
18.293399810791016,3.347783327102661,16.981271743774414,3.2370450496673584,0.0005000000237487257
18.216014862060547,3.344851493835449,16.984235763549805,3.236586809158325,0.0005000000237487257
18.201990127563477,3.341944456100464,16.980838775634766,3.2363617420196533,0.0005000000237487257
18.1136474609375,3.3297431468963623,16.97907257080078,3.237445116043091,0.0005000000237487257
18.08765411376953,3.3294341564178467,16.97522735595703,3.236292600631714,0.0005000000237487257
18.08389663696289,3.3277740478515625,16.9984130859375,3.2394497394561768,0.0005000000237487257
17.952556610107422,3.3189432621002197,16.965932846069336,3.235887289047241,0.0005000000237487257
