Feature,Mean_SHAP
weather_score,1.9335268340600862
road_condition_score,1.6935047910046308
traffic_score,1.5391014186329106
loc_Front Vatikan,0.7362204207281434
loc_Front Zambia,0.6870364373528932
road_gradient,0.5883744854217514
loc_Front Kasovo,0.3244067118576817
truck_id,0.20673728795370108
loc_Front Wales,0.12201827630456824
shift,0.10029783755778032
hauling_distance,0.09515377489833453
truck_speed,0.058675131609906145
